2022-05-24T18:36:37.184883328Z I0524 18:36:37.184723       1 request.go:665] Waited for 1.025575754s due to client-side throttling, not priority and fairness, request: GET:https://api-int.odf-service.dif5.p1.openshiftapps.com:6443/apis/admissionregistration.k8s.io/v1?timeout=32s
2022-05-24T18:36:39.339731309Z I0524 18:36:39.339697       1 logr.go:249] CCCMOConfigSyncControllers/setup "msg"="starting manager"  
2022-05-24T18:36:39.339975250Z I0524 18:36:39.339953       1 internal.go:362] CCCMOConfigSyncControllers "msg"="Starting server" "addr"={"IP":"127.0.0.1","Port":9260,"Zone":""} "kind"="health probe" 
2022-05-24T18:36:39.340065142Z I0524 18:36:39.340041       1 leaderelection.go:248] attempting to acquire leader lease openshift-cloud-controller-manager-operator/cluster-cloud-config-sync-leader...
2022-05-24T18:39:17.761849885Z I0524 18:39:17.761805       1 leaderelection.go:258] successfully acquired lease openshift-cloud-controller-manager-operator/cluster-cloud-config-sync-leader
2022-05-24T18:39:17.762007758Z I0524 18:39:17.761984       1 controller.go:178] CCCMOConfigSyncControllers/controller/configmap "msg"="Starting EventSource" "reconciler group"="" "reconciler kind"="ConfigMap" "source"="kind source: *v1.ConfigMap"
2022-05-24T18:39:17.762038640Z I0524 18:39:17.762023       1 controller.go:178] CCCMOConfigSyncControllers/controller/configmap "msg"="Starting EventSource" "reconciler group"="" "reconciler kind"="ConfigMap" "source"="kind source: *v1.Infrastructure"
2022-05-24T18:39:17.762051418Z I0524 18:39:17.762035       1 controller.go:178] CCCMOConfigSyncControllers/controller/configmap "msg"="Starting EventSource" "reconciler group"="" "reconciler kind"="ConfigMap" "source"="kind source: *v1.ConfigMap"
2022-05-24T18:39:17.762081188Z I0524 18:39:17.762066       1 controller.go:178] CCCMOConfigSyncControllers/controller/configmap "msg"="Starting EventSource" "reconciler group"="" "reconciler kind"="ConfigMap" "source"="kind source: *v1.Proxy"
2022-05-24T18:39:17.762091405Z I0524 18:39:17.762044       1 controller.go:186] CCCMOConfigSyncControllers/controller/configmap "msg"="Starting Controller" "reconciler group"="" "reconciler kind"="ConfigMap" 
2022-05-24T18:39:17.762091405Z I0524 18:39:17.762083       1 controller.go:186] CCCMOConfigSyncControllers/controller/configmap "msg"="Starting Controller" "reconciler group"="" "reconciler kind"="ConfigMap" 
2022-05-24T18:39:17.964377826Z I0524 18:39:17.964335       1 controller.go:220] CCCMOConfigSyncControllers/controller/configmap "msg"="Starting workers" "reconciler group"="" "reconciler kind"="ConfigMap" "worker count"=1
2022-05-24T18:39:17.964422160Z I0524 18:39:17.964383       1 cloud_config_sync_controller.go:37] /cluster emitted event, syncing cloud-conf ConfigMap
2022-05-24T18:39:17.964422160Z I0524 18:39:17.964400       1 controller.go:220] CCCMOConfigSyncControllers/controller/configmap "msg"="Starting workers" "reconciler group"="" "reconciler kind"="ConfigMap" "worker count"=1
2022-05-24T18:39:17.964448233Z I0524 18:39:17.964433       1 trusted_ca_bundle_controller.go:54] /cluster emitted event, syncing ccm-trusted-ca ConfigMap
2022-05-24T18:39:17.967504437Z I0524 18:39:17.967461       1 trusted_ca_bundle_controller.go:156] cloud-config was not found: ConfigMap "cloud-conf" not found
2022-05-24T18:39:17.981052577Z I0524 18:39:17.981016       1 trusted_ca_bundle_controller.go:316] Trusted CA Bundle Controller is available
2022-05-24T18:39:17.991943398Z I0524 18:39:17.991908       1 trusted_ca_bundle_controller.go:54] openshift-cloud-controller-manager/ccm-trusted-ca emitted event, syncing ccm-trusted-ca ConfigMap
2022-05-24T18:39:17.994867700Z I0524 18:39:17.994840       1 trusted_ca_bundle_controller.go:156] cloud-config was not found: ConfigMap "cloud-conf" not found
2022-05-24T18:39:18.013934605Z I0524 18:39:18.013902       1 trusted_ca_bundle_controller.go:316] Trusted CA Bundle Controller is available
2022-05-24T18:39:18.019861732Z I0524 18:39:18.019836       1 trusted_ca_bundle_controller.go:54] openshift-config/etcd-serving-ca emitted event, syncing ccm-trusted-ca ConfigMap
2022-05-24T18:39:18.019916708Z I0524 18:39:18.019892       1 trusted_ca_bundle_controller.go:316] Trusted CA Bundle Controller is available
2022-05-24T18:39:18.029806114Z I0524 18:39:18.029782       1 trusted_ca_bundle_controller.go:81] changed config map openshift-config/etcd-serving-ca is not a proxy trusted ca, skipping
2022-05-24T18:39:18.029828402Z I0524 18:39:18.029808       1 trusted_ca_bundle_controller.go:54] openshift-config/admin-kubeconfig-client-ca emitted event, syncing ccm-trusted-ca ConfigMap
2022-05-24T18:39:18.029858656Z I0524 18:39:18.029847       1 trusted_ca_bundle_controller.go:316] Trusted CA Bundle Controller is available
2022-05-24T18:39:18.036099633Z I0524 18:39:18.036067       1 trusted_ca_bundle_controller.go:81] changed config map openshift-config/admin-kubeconfig-client-ca is not a proxy trusted ca, skipping
2022-05-24T18:39:18.036121502Z I0524 18:39:18.036101       1 trusted_ca_bundle_controller.go:54] openshift-config/etcd-metric-serving-ca emitted event, syncing ccm-trusted-ca ConfigMap
2022-05-24T18:39:18.036156851Z I0524 18:39:18.036145       1 trusted_ca_bundle_controller.go:316] Trusted CA Bundle Controller is available
2022-05-24T18:39:18.041804308Z I0524 18:39:18.041776       1 trusted_ca_bundle_controller.go:81] changed config map openshift-config/etcd-metric-serving-ca is not a proxy trusted ca, skipping
2022-05-24T18:39:18.041831050Z I0524 18:39:18.041805       1 trusted_ca_bundle_controller.go:54] openshift-config/admin-acks emitted event, syncing ccm-trusted-ca ConfigMap
2022-05-24T18:39:18.041876808Z I0524 18:39:18.041862       1 trusted_ca_bundle_controller.go:316] Trusted CA Bundle Controller is available
2022-05-24T18:39:18.049455653Z I0524 18:39:18.049429       1 trusted_ca_bundle_controller.go:81] changed config map openshift-config/admin-acks is not a proxy trusted ca, skipping
2022-05-24T18:39:18.049478371Z I0524 18:39:18.049460       1 trusted_ca_bundle_controller.go:54] openshift-config/openshift-install emitted event, syncing ccm-trusted-ca ConfigMap
2022-05-24T18:39:18.049526593Z I0524 18:39:18.049504       1 trusted_ca_bundle_controller.go:316] Trusted CA Bundle Controller is available
2022-05-24T18:39:18.057642162Z I0524 18:39:18.057616       1 trusted_ca_bundle_controller.go:81] changed config map openshift-config/openshift-install is not a proxy trusted ca, skipping
2022-05-24T18:39:18.057666091Z I0524 18:39:18.057654       1 trusted_ca_bundle_controller.go:54] openshift-config/etcd-ca-bundle emitted event, syncing ccm-trusted-ca ConfigMap
2022-05-24T18:39:18.057722594Z I0524 18:39:18.057709       1 trusted_ca_bundle_controller.go:316] Trusted CA Bundle Controller is available
2022-05-24T18:39:18.063655987Z I0524 18:39:18.063622       1 trusted_ca_bundle_controller.go:81] changed config map openshift-config/etcd-ca-bundle is not a proxy trusted ca, skipping
2022-05-24T18:39:18.063655987Z I0524 18:39:18.063647       1 trusted_ca_bundle_controller.go:54] openshift-config/initial-kube-apiserver-server-ca emitted event, syncing ccm-trusted-ca ConfigMap
2022-05-24T18:39:18.063700308Z I0524 18:39:18.063687       1 trusted_ca_bundle_controller.go:316] Trusted CA Bundle Controller is available
2022-05-24T18:39:18.065656798Z I0524 18:39:18.065636       1 cloud_config_sync_controller.go:229] Cloud Config Controller is available
2022-05-24T18:39:18.071467343Z I0524 18:39:18.071446       1 cloud_config_sync_controller.go:59] cloud-config sync is not needed, returning early
2022-05-24T18:39:18.071505823Z I0524 18:39:18.071487       1 trusted_ca_bundle_controller.go:81] changed config map openshift-config/initial-kube-apiserver-server-ca is not a proxy trusted ca, skipping
2022-05-24T18:39:18.071514414Z I0524 18:39:18.071507       1 trusted_ca_bundle_controller.go:54] openshift-config/openshift-service-ca.crt emitted event, syncing ccm-trusted-ca ConfigMap
2022-05-24T18:39:18.071556310Z I0524 18:39:18.071544       1 trusted_ca_bundle_controller.go:316] Trusted CA Bundle Controller is available
2022-05-24T18:39:18.077108701Z I0524 18:39:18.077086       1 trusted_ca_bundle_controller.go:81] changed config map openshift-config/openshift-service-ca.crt is not a proxy trusted ca, skipping
2022-05-24T18:39:18.077126862Z I0524 18:39:18.077112       1 trusted_ca_bundle_controller.go:54] openshift-config/openshift-install-manifests emitted event, syncing ccm-trusted-ca ConfigMap
2022-05-24T18:39:18.077161689Z I0524 18:39:18.077150       1 trusted_ca_bundle_controller.go:316] Trusted CA Bundle Controller is available
2022-05-24T18:39:18.084652485Z I0524 18:39:18.084630       1 trusted_ca_bundle_controller.go:81] changed config map openshift-config/openshift-install-manifests is not a proxy trusted ca, skipping
2022-05-24T18:39:18.084673036Z I0524 18:39:18.084653       1 trusted_ca_bundle_controller.go:54] openshift-config/kube-root-ca.crt emitted event, syncing ccm-trusted-ca ConfigMap
2022-05-24T18:39:18.084702437Z I0524 18:39:18.084691       1 trusted_ca_bundle_controller.go:316] Trusted CA Bundle Controller is available
2022-05-24T18:39:18.090439975Z I0524 18:39:18.090416       1 trusted_ca_bundle_controller.go:81] changed config map openshift-config/kube-root-ca.crt is not a proxy trusted ca, skipping
2022-05-24T18:39:18.090460614Z I0524 18:39:18.090439       1 trusted_ca_bundle_controller.go:54] openshift-config/rosa-brand-logo emitted event, syncing ccm-trusted-ca ConfigMap
2022-05-24T18:39:18.090499713Z I0524 18:39:18.090488       1 trusted_ca_bundle_controller.go:316] Trusted CA Bundle Controller is available
2022-05-24T18:39:18.096940609Z I0524 18:39:18.096912       1 trusted_ca_bundle_controller.go:81] changed config map openshift-config/rosa-brand-logo is not a proxy trusted ca, skipping
